排名,项目名称,完整名称,作者,描述,语言,Stars,Forks,Issues,创建时间,更新时间,仓库链接,主页链接,许可证,大小(KB),是否Fork,是否已归档
47,yazi,sxyazi/yazi,sxyazi,"💥 Blazing fast terminal file manager written in Rust, based on async I/O.",Rust,27034,575,49,2023-07-08T11:45:55Z,2025-07-28T09:21:52Z,https://github.com/sxyazi/yazi,https://yazi-rs.github.io,MIT License,5727,False,False
48,delta,dandavison/delta,dandavison,"A syntax-highlighting pager for git, diff, grep, and blame output",Rust,26963,424,331,2019-06-24T15:00:13Z,2025-07-28T08:50:22Z,https://github.com/dandavison/delta,https://dandavison.github.io/delta/,MIT License,11113,False,False
49,just,casey/just,casey,🤖 Just a command runner,Rust,26768,569,310,2016-06-17T06:08:08Z,2025-07-28T09:54:23Z,https://github.com/casey/just,https://just.systems,Creative Commons Zero v1.0 Universal,14649,False,False
50,egui,emilk/egui,emilk,egui: an easy-to-use immediate mode GUI in Rust that runs on both web and native,Rust,25948,1795,968,2019-01-13T15:39:15Z,2025-07-28T07:19:37Z,https://github.com/emilk/egui,https://www.egui.rs/,Apache License 2.0,87518,False,False
51,hyperfine,sharkdp/hyperfine,sharkdp,A command-line benchmarking tool,Rust,25704,412,58,2018-01-13T15:49:54Z,2025-07-28T08:09:48Z,https://github.com/sharkdp/hyperfine,,Apache License 2.0,1924,False,False
52,zellij,zellij-org/zellij,zellij-org,A terminal workspace with batteries included,Rust,25380,776,1281,2020-09-01T14:04:28Z,2025-07-28T09:55:39Z,https://github.com/zellij-org/zellij,https://zellij.dev,MIT License,122831,False,False
53,Rocket,rwf2/Rocket,rwf2,A web framework for Rust.,Rust,25294,1606,77,2016-03-18T02:50:18Z,2025-07-28T09:44:58Z,https://github.com/rwf2/Rocket,https://rocket.rs,Other,8443,False,False
54,atuin,atuinsh/atuin,atuinsh,✨ Magical shell history,Rust,25156,680,399,2020-10-04T23:01:58Z,2025-07-28T08:00:53Z,https://github.com/atuinsh/atuin,https://atuin.sh,MIT License,46764,False,False
55,qdrant,qdrant/qdrant,qdrant,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also available in the cloud https://cloud.qdrant.io/",Rust,24947,1719,398,2020-05-30T21:37:01Z,2025-07-28T09:56:10Z,https://github.com/qdrant/qdrant,https://qdrant.tech,Apache License 2.0,35667,False,False
56,pingora,cloudflare/pingora,cloudflare,"A library for building fast, reliable and evolvable network services.",Rust,24723,1444,182,2023-05-05T20:03:08Z,2025-07-28T09:55:27Z,https://github.com/cloudflare/pingora,,Apache License 2.0,4437,False,False
57,czkawka,qarmin/czkawka,qarmin,"Multi functional app to find duplicates, empty folders, similar images etc.",Rust,24588,767,456,2020-09-01T17:37:29Z,2025-07-28T05:31:37Z,https://github.com/qarmin/czkawka,,Other,5110,False,False
58,Rust,TheAlgorithms/Rust,TheAlgorithms, All Algorithms implemented in Rust ,Rust,24425,2420,7,2018-09-13T13:29:27Z,2025-07-28T09:06:15Z,https://github.com/TheAlgorithms/Rust,,MIT License,1294,False,False
59,exa,ogham/exa,ogham,A modern replacement for ‘ls’.,Rust,24064,661,218,2014-05-22T12:45:16Z,2025-07-27T16:14:21Z,https://github.com/ogham/exa,https://the.exa.website/,MIT License,3747,False,False
60,tools,rome/tools,rome,"Unified developer tools for JavaScript, TypeScript, and the web",Rust,23612,653,94,2020-02-20T05:57:33Z,2025-07-28T08:08:51Z,https://github.com/rome/tools,https://docs.rome.tools/,MIT License,144961,False,True
61,actix-web,actix/actix-web,actix,"Actix Web is a powerful, pragmatic, and extremely fast web framework for Rust.",Rust,23301,1760,246,2017-09-30T15:30:02Z,2025-07-28T08:58:48Z,https://github.com/actix/actix-web,https://actix.rs,Apache License 2.0,16987,False,False
62,hyperswitch,juspay/hyperswitch,juspay,"An open source payments switch written in Rust to make payments fast, reliable and affordable",Rust,23081,3913,953,2022-10-17T11:18:28Z,2025-07-28T10:05:01Z,https://github.com/juspay/hyperswitch,https://hyperswitch.io/,Apache License 2.0,229627,False,False
63,anki,ankitects/anki,ankitects,Anki is a smart spaced repetition flashcard program,Rust,22814,2429,240,2012-12-21T08:03:31Z,2025-07-28T09:21:45Z,https://github.com/ankitects/anki,https://apps.ankiweb.net,Other,46536,False,False
64,difftastic,Wilfred/difftastic,Wilfred,a structural diff that understands syntax 🟥🟩,Rust,22644,390,234,2018-12-18T11:19:45Z,2025-07-28T06:20:07Z,https://github.com/Wilfred/difftastic,https://difftastic.wilfred.me.uk/,MIT License,1702992,False,False
65,axum,tokio-rs/axum,tokio-rs,"Ergonomic and modular web framework built with Tokio, Tower, and Hyper",Rust,22468,1218,75,2021-05-30T09:22:25Z,2025-07-28T09:56:16Z,https://github.com/tokio-rs/axum,,,4710,False,False
66,fnm,Schniz/fnm,Schniz,"🚀 Fast and simple Node.js version manager, built in Rust",Rust,21610,562,329,2019-01-16T13:32:14Z,2025-07-28T08:44:34Z,https://github.com/Schniz/fnm,https://fnm.vercel.app,GNU General Public License v3.0,4285,False,False
67,tree-sitter,tree-sitter/tree-sitter,tree-sitter,An incremental parsing system for programming tools,Rust,21443,1956,216,2013-11-06T06:16:00Z,2025-07-28T07:56:41Z,https://github.com/tree-sitter/tree-sitter,https://tree-sitter.github.io,MIT License,19361,False,False
